,Local time,Open,High,Low,Close,Volume,final_date,year,month,day,oanda_open
0,10.01.2017 00:00:00.000 GMT+1100,122.766,122.83200000000001,122.538,122.743,11427.71,2017-01-10,2017,01,10,122.678
1,10.01.2017 01:00:00.000 GMT+1100,122.742,122.74799999999999,122.412,122.59200000000001,13122.0,2017-01-10,2017,01,10,122.678
2,10.01.2017 02:00:00.000 GMT+1100,122.59200000000001,122.988,122.581,122.936,12538.3799,2017-01-10,2017,01,10,122.678
3,10.01.2017 03:00:00.000 GMT+1100,122.93799999999999,123.072,122.63,122.762,13924.6201,2017-01-10,2017,01,10,122.678
4,10.01.2017 04:00:00.000 GMT+1100,122.76100000000001,122.84100000000001,122.725,122.79799999999999,9210.4004,2017-01-10,2017,01,10,122.678
5,10.01.2017 05:00:00.000 GMT+1100,122.8,122.853,122.76100000000001,122.837,6791.1699,2017-01-10,2017,01,10,122.678
6,10.01.2017 06:00:00.000 GMT+1100,122.84100000000001,122.84700000000001,122.675,122.76,6632.54,2017-01-10,2017,01,10,122.678
7,10.01.2017 07:00:00.000 GMT+1100,122.766,122.77,122.601,122.631,6872.5498,2017-01-10,2017,01,10,122.678
8,10.01.2017 08:00:00.000 GMT+1100,122.639,122.741,122.62200000000001,122.65700000000001,4034.8301,2017-01-10,2017,01,10,122.678
9,10.01.2017 09:00:00.000 GMT+1100,122.65700000000001,122.684,122.311,122.68299999999999,3631.5801,2017-01-10,2017,01,10,122.678
10,10.01.2017 10:00:00.000 GMT+1100,122.68299999999999,122.89200000000001,122.65799999999999,122.78399999999999,9004.9902,2017-01-10,2017,01,10,122.678
11,10.01.2017 11:00:00.000 GMT+1100,122.785,122.913,122.66,122.87299999999999,10556.6602,2017-01-10,2017,01,10,122.678
12,10.01.2017 12:00:00.000 GMT+1100,122.87200000000001,122.874,122.73700000000001,122.831,10674.8496,2017-01-10,2017,01,10,122.678
13,10.01.2017 13:00:00.000 GMT+1100,122.83200000000001,122.916,122.514,122.633,13761.04,2017-01-10,2017,01,10,122.678
14,10.01.2017 14:00:00.000 GMT+1100,122.645,122.71799999999999,122.35799999999999,122.446,13299.21,2017-01-10,2017,01,10,122.678
15,10.01.2017 15:00:00.000 GMT+1100,122.445,122.529,122.413,122.488,9437.0195,2017-01-10,2017,01,10,122.678
16,10.01.2017 16:00:00.000 GMT+1100,122.488,122.67299999999999,122.473,122.618,8783.9502,2017-01-10,2017,01,10,122.678
17,10.01.2017 17:00:00.000 GMT+1100,122.62,122.69,122.46799999999999,122.648,9681.21,2017-01-10,2017,01,10,122.678
18,10.01.2017 18:00:00.000 GMT+1100,122.648,122.786,122.609,122.76299999999999,10788.4297,2017-01-10,2017,01,10,122.678
19,10.01.2017 19:00:00.000 GMT+1100,122.76100000000001,122.928,122.65700000000001,122.7,12927.54,2017-01-10,2017,01,10,122.678
20,10.01.2017 20:00:00.000 GMT+1100,122.70100000000001,122.94,122.70100000000001,122.916,11236.3701,2017-01-10,2017,01,10,122.678
21,10.01.2017 21:00:00.000 GMT+1100,122.91799999999999,122.91799999999999,122.59899999999999,122.661,8850.71,2017-01-10,2017,01,10,122.678
22,10.01.2017 22:00:00.000 GMT+1100,122.663,122.76299999999999,122.624,122.64299999999999,7869.6899,2017-01-10,2017,01,10,122.678
23,10.01.2017 23:00:00.000 GMT+1100,122.64299999999999,122.85600000000001,122.56299999999999,122.81700000000001,11075.5498,2017-01-10,2017,01,10,122.678
24,11.01.2017 00:00:00.000 GMT+1100,122.819,122.91799999999999,122.71700000000001,122.74700000000001,11030.0,2017-01-11,2017,01,11,122.19200000000001
25,11.01.2017 01:00:00.000 GMT+1100,122.74799999999999,122.829,122.37899999999999,122.512,14007.1104,2017-01-11,2017,01,11,122.19200000000001
26,11.01.2017 02:00:00.000 GMT+1100,122.51,122.539,122.25399999999999,122.287,14271.4697,2017-01-11,2017,01,11,122.19200000000001
27,11.01.2017 03:00:00.000 GMT+1100,122.289,122.385,122.13799999999999,122.383,13228.5,2017-01-11,2017,01,11,122.19200000000001
28,11.01.2017 04:00:00.000 GMT+1100,122.382,122.492,122.321,122.336,9619.0098,2017-01-11,2017,01,11,122.19200000000001
29,11.01.2017 05:00:00.000 GMT+1100,122.339,122.38799999999999,122.171,122.18700000000001,6728.8198,2017-01-11,2017,01,11,122.19200000000001
30,11.01.2017 06:00:00.000 GMT+1100,122.18799999999999,122.264,122.149,122.214,8172.3398,2017-01-11,2017,01,11,122.19200000000001
31,11.01.2017 07:00:00.000 GMT+1100,122.214,122.244,122.10799999999999,122.132,5944.2402,2017-01-11,2017,01,11,122.19200000000001
32,11.01.2017 08:00:00.000 GMT+1100,122.132,122.243,122.12100000000001,122.169,3982.46,2017-01-11,2017,01,11,122.19200000000001
33,11.01.2017 09:00:00.000 GMT+1100,122.181,122.314,122.15,122.273,2650.46,2017-01-11,2017,01,11,122.19200000000001
34,11.01.2017 10:00:00.000 GMT+1100,122.273,122.287,122.21600000000001,122.26799999999999,4339.8301,2017-01-11,2017,01,11,122.19200000000001
35,11.01.2017 11:00:00.000 GMT+1100,122.26899999999999,122.415,122.147,122.37899999999999,8650.3896,2017-01-11,2017,01,11,122.19200000000001
36,11.01.2017 12:00:00.000 GMT+1100,122.37899999999999,122.53,122.369,122.428,10365.29,2017-01-11,2017,01,11,122.19200000000001
37,11.01.2017 13:00:00.000 GMT+1100,122.429,122.62100000000001,122.40799999999999,122.486,10818.5195,2017-01-11,2017,01,11,122.19200000000001
38,11.01.2017 14:00:00.000 GMT+1100,122.48700000000001,122.491,122.304,122.34299999999999,10017.9199,2017-01-11,2017,01,11,122.19200000000001
39,11.01.2017 15:00:00.000 GMT+1100,122.34299999999999,122.48200000000001,122.322,122.458,9154.21,2017-01-11,2017,01,11,122.19200000000001
40,11.01.2017 16:00:00.000 GMT+1100,122.458,122.5,122.315,122.338,8333.5898,2017-01-11,2017,01,11,122.19200000000001
41,11.01.2017 17:00:00.000 GMT+1100,122.339,122.546,122.289,122.446,8250.7402,2017-01-11,2017,01,11,122.19200000000001
42,11.01.2017 18:00:00.000 GMT+1100,122.446,122.59200000000001,122.398,122.53299999999999,8475.46,2017-01-11,2017,01,11,122.19200000000001
43,11.01.2017 19:00:00.000 GMT+1100,122.535,122.59899999999999,122.23700000000001,122.431,10688.46,2017-01-11,2017,01,11,122.19200000000001
44,11.01.2017 20:00:00.000 GMT+1100,122.428,122.455,122.256,122.387,9421.2598,2017-01-11,2017,01,11,122.19200000000001
45,11.01.2017 21:00:00.000 GMT+1100,122.387,122.473,122.315,122.41799999999999,9684.21,2017-01-11,2017,01,11,122.19200000000001
46,11.01.2017 22:00:00.000 GMT+1100,122.417,122.44200000000001,122.257,122.28,8829.1797,2017-01-11,2017,01,11,122.19200000000001
47,11.01.2017 23:00:00.000 GMT+1100,122.281,122.29,122.081,122.087,10533.7598,2017-01-11,2017,01,11,122.19200000000001
48,12.01.2017 00:00:00.000 GMT+1100,122.087,122.156,122.01799999999999,122.08,11230.5703,2017-01-12,2017,01,12,122.135
49,12.01.2017 01:00:00.000 GMT+1100,122.07799999999999,122.194,121.93799999999999,122.177,12917.5596,2017-01-12,2017,01,12,122.135
50,12.01.2017 02:00:00.000 GMT+1100,122.179,122.32700000000001,122.073,122.10600000000001,15435.5498,2017-01-12,2017,01,12,122.135
51,12.01.2017 03:00:00.000 GMT+1100,122.10600000000001,122.24799999999999,121.781,122.081,23429.6094,2017-01-12,2017,01,12,122.135
52,12.01.2017 04:00:00.000 GMT+1100,122.08,122.17200000000001,121.71799999999999,121.816,22840.0508,2017-01-12,2017,01,12,122.135
53,12.01.2017 05:00:00.000 GMT+1100,121.81700000000001,121.978,121.244,121.935,24749.9609,2017-01-12,2017,01,12,122.135
