,Local time,Open,High,Low,Close,Volume,final_date,year,month,day,oanda_open
0,10.01.2017 00:00:00.000 GMT+1100,1.65867,1.65883,1.65365,1.6543700000000001,11962.0303,2017-01-10,2017,01,10,1.6537
1,10.01.2017 01:00:00.000 GMT+1100,1.65432,1.65602,1.6521099999999997,1.65333,12965.3701,2017-01-10,2017,01,10,1.6537
2,10.01.2017 02:00:00.000 GMT+1100,1.65333,1.65799,1.6528900000000002,1.65336,12212.2803,2017-01-10,2017,01,10,1.6537
3,10.01.2017 03:00:00.000 GMT+1100,1.6533799999999998,1.65705,1.6515400000000002,1.6520400000000002,12364.71,2017-01-10,2017,01,10,1.6537
4,10.01.2017 04:00:00.000 GMT+1100,1.6520400000000002,1.6528,1.6506599999999998,1.65117,9048.5195,2017-01-10,2017,01,10,1.6537
5,10.01.2017 05:00:00.000 GMT+1100,1.65117,1.6518599999999999,1.6499599999999999,1.65175,6772.25,2017-01-10,2017,01,10,1.6537
6,10.01.2017 06:00:00.000 GMT+1100,1.65179,1.6525900000000002,1.65137,1.6525900000000002,6293.1802,2017-01-10,2017,01,10,1.6537
7,10.01.2017 07:00:00.000 GMT+1100,1.65257,1.6530599999999998,1.6516099999999998,1.6529900000000002,5113.8398,2017-01-10,2017,01,10,1.6537
8,10.01.2017 08:00:00.000 GMT+1100,1.65305,1.6540599999999999,1.6527599999999998,1.65337,3334.52,2017-01-10,2017,01,10,1.6537
9,10.01.2017 09:00:00.000 GMT+1100,1.65356,1.65412,1.65093,1.65375,2355.45,2017-01-10,2017,01,10,1.6537
10,10.01.2017 10:00:00.000 GMT+1100,1.65377,1.65488,1.65303,1.65431,4770.6802,2017-01-10,2017,01,10,1.6537
11,10.01.2017 11:00:00.000 GMT+1100,1.6543599999999998,1.65547,1.6524599999999998,1.65497,6636.1699,2017-01-10,2017,01,10,1.6537
12,10.01.2017 12:00:00.000 GMT+1100,1.6549099999999999,1.6551200000000001,1.65136,1.65156,7239.25,2017-01-10,2017,01,10,1.6537
13,10.01.2017 13:00:00.000 GMT+1100,1.65156,1.6529200000000002,1.64835,1.6492099999999998,9731.4404,2017-01-10,2017,01,10,1.6537
14,10.01.2017 14:00:00.000 GMT+1100,1.64926,1.6499700000000002,1.64802,1.6488099999999999,9747.5996,2017-01-10,2017,01,10,1.6537
15,10.01.2017 15:00:00.000 GMT+1100,1.6488200000000002,1.65002,1.6469099999999999,1.6475799999999998,7520.1899,2017-01-10,2017,01,10,1.6537
16,10.01.2017 16:00:00.000 GMT+1100,1.6476099999999998,1.64957,1.64707,1.6478599999999999,6470.0,2017-01-10,2017,01,10,1.6537
17,10.01.2017 17:00:00.000 GMT+1100,1.6479,1.64982,1.6467599999999998,1.6492200000000001,7848.2798,2017-01-10,2017,01,10,1.6537
18,10.01.2017 18:00:00.000 GMT+1100,1.6492099999999998,1.65182,1.64872,1.6491799999999999,10269.1602,2017-01-10,2017,01,10,1.6537
19,10.01.2017 19:00:00.000 GMT+1100,1.6492,1.64962,1.6440099999999997,1.6466599999999998,14495.3701,2017-01-10,2017,01,10,1.6537
20,10.01.2017 20:00:00.000 GMT+1100,1.64671,1.65303,1.64632,1.65287,11218.0,2017-01-10,2017,01,10,1.6537
21,10.01.2017 21:00:00.000 GMT+1100,1.6528599999999998,1.65452,1.6490200000000002,1.6512799999999999,10708.6699,2017-01-10,2017,01,10,1.6537
22,10.01.2017 22:00:00.000 GMT+1100,1.65137,1.6538599999999999,1.65041,1.65287,8816.1699,2017-01-10,2017,01,10,1.6537
23,10.01.2017 23:00:00.000 GMT+1100,1.6528599999999998,1.6573799999999999,1.65221,1.6556099999999998,10749.04,2017-01-10,2017,01,10,1.6537
24,11.01.2017 00:00:00.000 GMT+1100,1.6556099999999998,1.65746,1.65467,1.6555099999999998,11431.5596,2017-01-11,2017,01,11,1.65235
25,11.01.2017 01:00:00.000 GMT+1100,1.65552,1.65648,1.64992,1.6500299999999999,13633.1201,2017-01-11,2017,01,11,1.65235
26,11.01.2017 02:00:00.000 GMT+1100,1.6500400000000002,1.65142,1.6483599999999998,1.65012,14125.6201,2017-01-11,2017,01,11,1.65235
27,11.01.2017 03:00:00.000 GMT+1100,1.6501599999999998,1.65078,1.64822,1.65045,12375.7197,2017-01-11,2017,01,11,1.65235
28,11.01.2017 04:00:00.000 GMT+1100,1.65045,1.65218,1.6498700000000002,1.6509900000000002,9129.6797,2017-01-11,2017,01,11,1.65235
29,11.01.2017 05:00:00.000 GMT+1100,1.6509900000000002,1.65231,1.6499700000000002,1.6516099999999998,7499.0098,2017-01-11,2017,01,11,1.65235
30,11.01.2017 06:00:00.000 GMT+1100,1.6516099999999998,1.65195,1.6502700000000001,1.65097,7052.5801,2017-01-11,2017,01,11,1.65235
31,11.01.2017 07:00:00.000 GMT+1100,1.65097,1.65152,1.6504400000000001,1.65085,4974.7202,2017-01-11,2017,01,11,1.65235
32,11.01.2017 08:00:00.000 GMT+1100,1.65087,1.6526900000000002,1.6504,1.6520599999999999,3802.29,2017-01-11,2017,01,11,1.65235
33,11.01.2017 09:00:00.000 GMT+1100,1.6520599999999999,1.65333,1.6511,1.6529200000000002,1139.3,2017-01-11,2017,01,11,1.65235
34,11.01.2017 10:00:00.000 GMT+1100,1.6529,1.6541400000000002,1.6521599999999999,1.6541400000000002,3203.1201,2017-01-11,2017,01,11,1.65235
35,11.01.2017 11:00:00.000 GMT+1100,1.65412,1.6551200000000001,1.6528599999999998,1.65415,7113.9502,2017-01-11,2017,01,11,1.65235
36,11.01.2017 12:00:00.000 GMT+1100,1.6541599999999999,1.65563,1.65326,1.65353,7979.7002,2017-01-11,2017,01,11,1.65235
37,11.01.2017 13:00:00.000 GMT+1100,1.65353,1.6540599999999999,1.6498700000000002,1.65021,6899.1899,2017-01-11,2017,01,11,1.65235
38,11.01.2017 14:00:00.000 GMT+1100,1.65021,1.6511099999999999,1.6485900000000002,1.64895,7647.6099,2017-01-11,2017,01,11,1.65235
39,11.01.2017 15:00:00.000 GMT+1100,1.64895,1.64942,1.6471799999999999,1.6475099999999998,6512.5,2017-01-11,2017,01,11,1.65235
40,11.01.2017 16:00:00.000 GMT+1100,1.6475099999999998,1.64957,1.6468200000000002,1.64759,5886.6099,2017-01-11,2017,01,11,1.65235
41,11.01.2017 17:00:00.000 GMT+1100,1.6476099999999998,1.64871,1.6441599999999998,1.64447,7473.8999,2017-01-11,2017,01,11,1.65235
42,11.01.2017 18:00:00.000 GMT+1100,1.64442,1.6483700000000001,1.6438099999999998,1.6461,7997.7598,2017-01-11,2017,01,11,1.65235
43,11.01.2017 19:00:00.000 GMT+1100,1.6460700000000001,1.6473900000000001,1.64437,1.6450200000000001,10536.4502,2017-01-11,2017,01,11,1.65235
44,11.01.2017 20:00:00.000 GMT+1100,1.6450200000000001,1.6462700000000001,1.6398099999999998,1.64231,11124.7695,2017-01-11,2017,01,11,1.65235
45,11.01.2017 21:00:00.000 GMT+1100,1.64231,1.64451,1.63958,1.6427599999999998,11252.1699,2017-01-11,2017,01,11,1.65235
46,11.01.2017 22:00:00.000 GMT+1100,1.6428200000000002,1.64457,1.6409900000000002,1.64114,8912.2002,2017-01-11,2017,01,11,1.65235
47,11.01.2017 23:00:00.000 GMT+1100,1.6411900000000001,1.64375,1.6396400000000002,1.6420700000000001,11177.4902,2017-01-11,2017,01,11,1.65235
48,12.01.2017 00:00:00.000 GMT+1100,1.6421299999999999,1.6433200000000001,1.64052,1.6429599999999998,11701.9502,2017-01-12,2017,01,12,1.64116
49,12.01.2017 01:00:00.000 GMT+1100,1.64297,1.64317,1.6406,1.6420599999999999,14443.4297,2017-01-12,2017,01,12,1.64116
50,12.01.2017 02:00:00.000 GMT+1100,1.6420099999999997,1.64504,1.6363,1.63665,18962.7598,2017-01-12,2017,01,12,1.64116
51,12.01.2017 03:00:00.000 GMT+1100,1.63665,1.64179,1.6353,1.6372799999999998,24418.4805,2017-01-12,2017,01,12,1.64116
52,12.01.2017 04:00:00.000 GMT+1100,1.6372799999999998,1.6408,1.6349799999999999,1.63604,23789.7305,2017-01-12,2017,01,12,1.64116
53,12.01.2017 05:00:00.000 GMT+1100,1.63606,1.6437099999999998,1.63511,1.64087,24968.9707,2017-01-12,2017,01,12,1.64116
54,12.01.2017 06:00:00.000 GMT+1100,1.6409,1.64274,1.6392200000000001,1.63966,14758.96,2017-01-12,2017,01,12,1.64116
55,12.01.2017 07:00:00.000 GMT+1100,1.63966,1.64011,1.63811,1.63837,10171.3398,2017-01-12,2017,01,12,1.64116
56,12.01.2017 08:00:00.000 GMT+1100,1.63838,1.6411900000000001,1.6380700000000001,1.64084,4650.1699,2017-01-12,2017,01,12,1.64116
57,12.01.2017 09:00:00.000 GMT+1100,1.64084,1.64123,1.63894,1.64048,1928.16,2017-01-12,2017,01,12,1.64116
58,12.01.2017 10:00:00.000 GMT+1100,1.6404400000000001,1.6405299999999998,1.63778,1.63955,5971.5,2017-01-12,2017,01,12,1.64116
59,12.01.2017 11:00:00.000 GMT+1100,1.63952,1.6400299999999999,1.63687,1.6380299999999999,9413.1504,2017-01-12,2017,01,12,1.64116
